start_time,end_time,sentence,filename
2722.900s,2724s,You know what I mean?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\0pvJ3MTWRrrBf5YTUJOTCx.json
2723.600s,2730.400s,"mean? Look, I'm not saying I Rugby teams to worst team in the world, but it is the team But you know what? I",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\0pvJ3MTWRrrBf5YTUJOTCx.json
2742.800s,2743.800s,You know what I mean?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\0pvJ3MTWRrrBf5YTUJOTCx.json
2781.900s,2790.700s,"So I got hit up I'd so JP hit me up and said Hey Barry, I want to talk and I thought lat Like why not?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\0pvJ3MTWRrrBf5YTUJOTCx.json
2802.400s,2805.400s,And other people are saying are we ready?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\0pvJ3MTWRrrBf5YTUJOTCx.json
2811.400s,2814.800s,second. What do you think?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\0pvJ3MTWRrrBf5YTUJOTCx.json
2814.200s,2816.200s,What do you think? I,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\0pvJ3MTWRrrBf5YTUJOTCx.json
2820.800s,2828.900s,"Well, sorry bro, but I think you know like I came to you, you know what I mean?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\0pvJ3MTWRrrBf5YTUJOTCx.json
2832s,2847s,"She's and why we should we, you know, like support each other on this because first of all, you're young aspiring leader then out of it and that's what got me connected with you because What you're doing right now, you know what?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\0pvJ3MTWRrrBf5YTUJOTCx.json
2846.900s,2847.300s,what? I mean?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\0pvJ3MTWRrrBf5YTUJOTCx.json
3035.700s,3039.800s,"I got listening couple of YouTube's and there I go, you know what? I",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\0pvJ3MTWRrrBf5YTUJOTCx.json
3039.700s,3040s,I mean?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\0pvJ3MTWRrrBf5YTUJOTCx.json
3059.400s,3075.700s,"You know, I mean like, you know, maybe just put a out the Community Hall itself and focus on the person and the individual themselves and when you listen to them because I think our community needs to bloody open the ears that telling us and listen, you know what I mean?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\0pvJ3MTWRrrBf5YTUJOTCx.json
3093.300s,3096.500s,Some of them are going to be afraid of is that what's this?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\0pvJ3MTWRrrBf5YTUJOTCx.json
3140.800s,3142s,You know what I mean?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\0pvJ3MTWRrrBf5YTUJOTCx.json
3229.100s,3233.900s,So then I had to think like what else can I do to bring money into the business?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\0pvJ3MTWRrrBf5YTUJOTCx.json
3242.900s,3249.400s,"Yeah, it does it does it does it does it bother you what people are saying that because your question was, you know what I mean? You",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\0pvJ3MTWRrrBf5YTUJOTCx.json
3377s,3380.700s,"Now, what is it man?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\0pvJ3MTWRrrBf5YTUJOTCx.json
3384.700s,3395.500s,"You know, like just what you were saying change our mindset and really I'm all signed up with dumb or truly believe that in a real book, you know what I mean?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\0pvJ3MTWRrrBf5YTUJOTCx.json
3451.200s,3464.100s,"I was usually watching movies or home and away or neighbors back in those days now, but now when again two books man, like I was watching last night how Bill Gates reads a hundred fifty pages and our do may I cut in getting through 10?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\0pvJ3MTWRrrBf5YTUJOTCx.json
3591.600s,3600.600s,"You know, I mean if we're not looking after ourselves, how can we if you see in terms of health, you know, go in terms of like getting yourself into a gym or can you stop running around it?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\0pvJ3MTWRrrBf5YTUJOTCx.json
3617.900s,3621.500s,"You don't know why it's like that You're going up the treasure, right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\0pvJ3MTWRrrBf5YTUJOTCx.json
3625.400s,3627.700s,"Next minute is like, where's the money?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\0pvJ3MTWRrrBf5YTUJOTCx.json
3627.500s,3628.200s,Where's the money?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\0pvJ3MTWRrrBf5YTUJOTCx.json
3815.500s,3818.400s,I'd be so happy so excited right?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\0pvJ3MTWRrrBf5YTUJOTCx.json
3899.400s,3912.500s,"So I'm many many things to share many things in but like yeah, I think for me the main thing is read and meditate proper on the actual word itself and the book people like to really like are you just read 10 pages 3 Pro?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\0pvJ3MTWRrrBf5YTUJOTCx.json
3912.900s,3913.800s,What did you read?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\0pvJ3MTWRrrBf5YTUJOTCx.json
3934.500s,3941.100s,So any final words like how do you like the podcast has already right any final words man?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\0pvJ3MTWRrrBf5YTUJOTCx.json
3976.700s,3977.600s,You know what I mean?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\0pvJ3MTWRrrBf5YTUJOTCx.json
3987.800s,3989.400s,Whoo Is watching people eat?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\0pvJ3MTWRrrBf5YTUJOTCx.json
3995.300s,3998.400s,"Yeah, I mean like yeah, that's the way people are we like to eat?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\0pvJ3MTWRrrBf5YTUJOTCx.json
4044.800s,4045.800s,You know what I mean?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\0pvJ3MTWRrrBf5YTUJOTCx.json
4091.800s,4098.300s,So are we can people find you by the way before I close off like socials or sure that your business?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\0pvJ3MTWRrrBf5YTUJOTCx.json
4113.600s,4114.900s,Are you bro?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\0pvJ3MTWRrrBf5YTUJOTCx.json
109.800s,116.100s,"So before we get into those tips, what is staying in your lane or AKA minding your own business?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\2mC6Z5uXSyedavLgA2eaVr.json
418.900s,420.800s,How's your morning?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\2mC6Z5uXSyedavLgA2eaVr.json
475.400s,479.400s,So what does that mean to me?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3G2EWJIGjOvQQHSE4WpOOs.json
658.200s,667.700s,"But yeah, I just thought like maybe like a I could be might have been just like being a little bit of junk like I'm not judging you, but you know what I mean?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3G2EWJIGjOvQQHSE4WpOOs.json
906.800s,929.600s,"About how they've achieved what they've achieved and how they've gotten to where they are is they're all inspiring and I definitely think that their stories that they will tell about themselves can help anyone who are trying to pursue stuff or you know, it just as a word of encouragement or you know, so if you know what I mean?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3G2EWJIGjOvQQHSE4WpOOs.json
25.200s,28.900s,I'm your host Jace you ready to talk some shit or what?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
168s,169.300s,So what's it?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
169.200s,170.200s,What's the main difference here?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
176.400s,181s,"What like what like what like it just it just it's like thicker, you know what I mean?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
189.800s,191.300s,What do you know what that life?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
221.900s,223.800s,Was that here in Cambodia? I,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
327.400s,328.700s,What was that?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
342.900s,356.200s,I felt like you were always destined to do something like this like you kind of run your own business now and I'll kind of you run your own businesses at the moment and I feel like you do you reckon you might have got that drip like that drive from your dad because does he still run that Bakery?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
475.700s,480s,"Yeah, that's so it's just like what are you got to ask yourself what you really doing shit for?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
479.700s,487.500s,"Yeah, you can't just do shit for to please your parents or please the girl or please your homies you have to Do things that please yourself?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
502.700s,503.800s,You know what I mean?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
507.700s,515.100s,man. I just remember in Primary School your dad used to bring like the bakery stuff to school sometimes like okay then man what where's all this coming from?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
536.900s,541.800s,"You knock what I'm gonna prepare everything at the bakery to you know, what?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
560.600s,569.800s,"And I see him get up, you know as a 16 United as a 15 year old you're like you have to be like I care about my you know, my part is getting up what the fuck am I doing?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
654.400s,659.300s,"No, I'm too busy now, but I sometimes when I do have time I said, what's up?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
670.500s,672.100s,What's your favorite thing at the bakery?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
849.200s,852s,You get started like what made you want to get into?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
862.700s,865.200s,And what did you study there or study?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
885.600s,890.500s,"Yeah, and you'd have to like you sort of have to like what's it called?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
932.800s,942s,"So I'm like the I'm not really I'm like familiar with like the film industry, but like if there's like Installs, what's like, how would you describe your style?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
953.100s,956.600s,"Yeah, right and I choose she's okay what happened?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
991.400s,993.800s,Who's the singer behind that song - last year?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
1032.100s,1037s,So do you have any influences or like role models that you followed growing up?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
1122.400s,1124.500s,How's the last seen?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
1185.800s,1190.500s,"Just you know, he's just Kanye he's is yeah, you know, what would you do with him?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
1190.300s,1193.100s,So what would you collaborate like a music video?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
1196.500s,1205.400s,I think he's very he's very smart in his own way and like he doesn't really give a fuck about but what's politically correct?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
1208.800s,1211.200s,"Straight us where you ain't got the answers, right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
1284.800s,1288s,So what projects are you working on at the moment?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
1345.900s,1348s,"Well, like what did you come up with that scoop?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
1388.600s,1392.200s,"While we're on that subject, what do you think about like what's happening nowadays?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
1403.700s,1404.800s,"Like, what are you?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
1404.700s,1405.700s,What are you thinking about that?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
1468.300s,1470.100s,You think your Crepes buddy?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
1484s,1492.100s,"If the actual Crips actual Bloods came, very the proof is going to come straight out the in December the pants right of course jumping jacks, right?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
1527.900s,1529.600s,Where do you see it going in the future?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
1555.500s,1556.400s,"No, you know what? I",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
1556.200s,1556.600s,I mean?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
1633.800s,1634.700s,You know what I mean?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
1745.700s,1746.700s,You know what I mean?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
1844.700s,1849.700s,One of the dudes are don't know if I want to say his name movie does want to say his name?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
1891.700s,1894.300s,What do you have for breakfast?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
1930.700s,1933.500s,"Yeah, how do you take your coffee?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
1933.200s,1934s,By the way?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
1972.400s,1975.300s,So after breakfast yet you rock up like after nine and then what happened?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
2120.200s,2128.200s,"Yeah, I think like mirror and actually like I think it's, you know within my position I'm out and nothing's ever good enough like from for myself, you know what I mean?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
2164.300s,2165.900s,So how do you balance that though?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
2175.900s,2177.200s,You know what I mean?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
2187.400s,2188.700s,"Yeah, how do you in that way? I",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
2256s,2259.800s,Even if it's enjoyable for Are you on the journey?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
2286.700s,2291.600s,Yeah helps you deal with those kind of situations again about do you want to maybe get into tight?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
2291.400s,2295.200s,"And so we can yeah, so, um, yeah for those who don't know what's time?",C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
2518.200s,2523.600s,He's come up with a lie Pretty you familiar with fiber?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
2673.600s,2675.100s,Oh you want that?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
2682s,2686.900s,So how did you get started with on already spoken about with Titan?,C:\Users\Youjing Yu\PycharmProjects\confidence_css\5\show_058nTf22elnQgslKIMseIs\3UMMo2rWCoqnsBR4U81uGp.json
