start_time,end_time,sent_end_time,sentence,filename,category,inter_freq
1172.400s,1175.100s,1175.300s,want me to expand on in this background section?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/V/show_2Vh5jVI1EdMDeHs3N8XoME/28Teud31e8EJ3CvH0xaDCJ.json,Business,0.00089
1576.100s,1583.700s,1584.400s,"they got to the Catskills, you know, the bouncing around maybe their jump over to Spain every now and then to some rock climbing not sure Patagonia, right?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/V/show_2Vh5jVI1EdMDeHs3N8XoME/28Teud31e8EJ3CvH0xaDCJ.json,Business,0.00089
4088.200s,4094.300s,4095.200s,cool any final thoughts before we close out?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/V/show_2Vh5jVI1EdMDeHs3N8XoME/28Teud31e8EJ3CvH0xaDCJ.json,Business,0.00089
833.400s,852.700s,852.900s,"came out of the San Francisco area in the Mission District in the 60s and it's characterized by a gigantic tortilla a lot of different non-traditional ingredients and by that, I mean normally do you know a traditional bleeder burrito was onions refried beans a little bit of meat?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/V/show_2Vh5jVI1EdMDeHs3N8XoME/28Teud31e8EJ3CvH0xaDCJ.json,Business,0.00089
1061.900s,1073.200s,1075.100s,to different Chipotle's and some other different options and then Keynesian view remember the rule of thumb for how long it takes to cross a block either by Avenue or by Street?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/V/show_2Vh5jVI1EdMDeHs3N8XoME/28Teud31e8EJ3CvH0xaDCJ.json,Business,0.00089
3349.400s,3360.300s,3360.400s,"away up like the hardest up to ever use or is there a discount for you know, like how everyone's trying to do discounts for people to use their app is it?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/V/show_2Vh5jVI1EdMDeHs3N8XoME/28Teud31e8EJ3CvH0xaDCJ.json,Business,0.00089
3845.300s,3848.200s,3848.200s,probably another decision which is to what degree do you flick?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/V/show_2Vh5jVI1EdMDeHs3N8XoME/28Teud31e8EJ3CvH0xaDCJ.json,Business,0.00089
4129.900s,4133.800s,4134.200s,"how do they bring, you know explore into that as well?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/V/show_2Vh5jVI1EdMDeHs3N8XoME/28Teud31e8EJ3CvH0xaDCJ.json,Business,0.00089
826s,838.500s,839.100s,"mean I the easiest thing is to just do okay work, you know and just you know, get rid of it, you know next assignment whatever let's just do whatever the client wants that's super easy, right?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/V/show_2Vh5jVI1EdMDeHs3N8XoME/4hlCYqJLiwFpTlqtgajCn6.json,Business,0.00153
984.500s,988.600s,988.700s,"don't know, you know, I mean, what's the point of doing?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/V/show_2Vh5jVI1EdMDeHs3N8XoME/4hlCYqJLiwFpTlqtgajCn6.json,Business,0.00153
932.800s,938.100s,938.100s,is that let me try to paraphrase that so the first one is does this provoke something in me?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/V/show_2Vh5jVI1EdMDeHs3N8XoME/4hlCYqJLiwFpTlqtgajCn6.json,Business,0.00153
541.600s,544.800s,544.800s,then how do you make money for that?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/V/show_2Vh5jVI1EdMDeHs3N8XoME/4hlCYqJLiwFpTlqtgajCn6.json,Business,0.00153
713.800s,718.700s,718.900s,"just trying to find you know, what's the best execution for these?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/V/show_2Vh5jVI1EdMDeHs3N8XoME/4hlCYqJLiwFpTlqtgajCn6.json,Business,0.00153
2232.400s,2235.300s,2235.300s,could you go get me a block of chocolate from the shop?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/V/show_2Vh5jVI1EdMDeHs3N8XoME/4hlCYqJLiwFpTlqtgajCn6.json,Business,0.00153
393.700s,397.900s,398.400s,you frequently see a brand strategy that you can work with?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/V/show_2Vh5jVI1EdMDeHs3N8XoME/4hlCYqJLiwFpTlqtgajCn6.json,Business,0.00153
313.700s,323.200s,323.400s,"let's just use a next brief to talk about the brand once more and I think you know, if you really Define at the very beginning, what's the purpose of this brand?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/V/show_2Vh5jVI1EdMDeHs3N8XoME/4hlCYqJLiwFpTlqtgajCn6.json,Business,0.00153
73.200s,82.900s,83s,"why our new agency is called gut hopefully the name Will kind of filter the right clients, right?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/V/show_2Vh5jVI1EdMDeHs3N8XoME/4hlCYqJLiwFpTlqtgajCn6.json,Business,0.00153
1756s,1762.300s,1762.300s,so just encourage you today to just press in Him and to ask him what's my next step and then to just do it?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/3/show_23GwesGq7LDEns9GSLn6m8/2LOqhdqCdk3BwBPXsPwUXv.json,Religion & Spirituality,0.00071
700.100s,703.700s,704s,"I think the thing is killing almost got voted out last night, didn't you?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/D/show_2dDvS7govGT9VE1DLR9ogw/0Mqh2RN0UTTiZ9N6EXn8cd.json,Society & Culture,0.0035
779.900s,783.300s,785.100s,would you want to play you in a movie about your life?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/D/show_2dDvS7govGT9VE1DLR9ogw/0Mqh2RN0UTTiZ9N6EXn8cd.json,Society & Culture,0.0035
908.700s,913.600s,913.600s,in terms of cvtc's how are they going to exchange those?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/D/show_2DoAOyvZ4gfId7cTlz8PRF/5Q7BLph5bvXa0jMrueG7uo.json,Business,0.00053
664.700s,670.400s,670.600s,is Ripple and or xrp helping those Banks?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/D/show_2DoAOyvZ4gfId7cTlz8PRF/5Q7BLph5bvXa0jMrueG7uo.json,Business,0.00053
890.600s,907.100s,907.100s,but that's actually not the case because think about it in terms of like a bank in let's say Ecuador and A bank in Ecuador needing to send money to someone in Iceland or how much liquidity is Flowing between Ecuador and Iceland?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/D/show_2DoAOyvZ4gfId7cTlz8PRF/5Q7BLph5bvXa0jMrueG7uo.json,Business,0.00053
420.600s,425.200s,425.200s,so I started my research and they had hoped that I would start making videos and will guess what?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/D/show_2DoAOyvZ4gfId7cTlz8PRF/5Q7BLph5bvXa0jMrueG7uo.json,Business,0.00053
1942.100s,1949.200s,1950.500s,do you see cryptocurrency technology and blockchain Technology going in the next three to five years?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/D/show_2DoAOyvZ4gfId7cTlz8PRF/5Q7BLph5bvXa0jMrueG7uo.json,Business,0.00053
1247.200s,1268s,1268.900s,when I see news in means about Ripple the Ripple ation unlocking large amounts of xrp Is that to facilitate this transfer between exchanges via MoneyGram in other entities like it?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/D/show_2DoAOyvZ4gfId7cTlz8PRF/5Q7BLph5bvXa0jMrueG7uo.json,Business,0.00053
302.700s,312.700s,313.900s,wound and what starts off as something that you can deal with at the moment if you delay it?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/8/show_28AKisaMPPI7mL71T7Ufd4/2g4a80VXfLzWHGkYJpvxyr.json,Society & Culture,0.00095
250.900s,256.100s,256.100s,correct concept of what do I is in that situation?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/8/show_28AKisaMPPI7mL71T7Ufd4/4H9NseNC7rFjtJU6hzReJk.json,Society & Culture,0.00083
535.800s,540.800s,540.900s,"maybe we want Straight A's in an examination, right?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/8/show_28AKisaMPPI7mL71T7Ufd4/4H9NseNC7rFjtJU6hzReJk.json,Society & Culture,0.00083
626.800s,630.300s,630.300s,then does that mean that my effort is wasted?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/8/show_28AKisaMPPI7mL71T7Ufd4/4H9NseNC7rFjtJU6hzReJk.json,Society & Culture,0.00083
1460.100s,1478.300s,1478.300s,"always find that with and a lot of sustainable Brands like are not sustainable rounds sustainable lines in like big fashion houses the Liz always like this boho chic white woman on a beach and I'm like, oh like no have the how did this pass through?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/I/show_2i4kaXGB4B1S24DhhdPrw7/4xObkcDVhQRS3lJfYc5HSY.json,Society & Culture,0.00181
1391.600s,1402.300s,1402.400s,"so but I want it posed the question what because this is I got this a lot and it's actually quite hard to answer like, you know inherently, but why is greenwashing bad?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/I/show_2i4kaXGB4B1S24DhhdPrw7/4xObkcDVhQRS3lJfYc5HSY.json,Society & Culture,0.00181
1976.500s,1991.300s,1991.300s,"thing on their social medias on as they're like, I almost as their whole brand being like we are for women, whatever and you're like who are your clothes my body?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/I/show_2i4kaXGB4B1S24DhhdPrw7/4xObkcDVhQRS3lJfYc5HSY.json,Society & Culture,0.00181
529.200s,542.100s,542.200s,"definitely like we really really do want to emphasize that if you're you know, if you're at a loss and want to make friends with so many people our age do like when you leave College when you leave education, how the fuck do you make friends?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/I/show_2i4kaXGB4B1S24DhhdPrw7/4xObkcDVhQRS3lJfYc5HSY.json,Society & Culture,0.00181
1704.900s,1718.400s,1718.400s,would you Is for you like what was the most so far like the most kind of shocking like fact statistic or just like fact of the industry that you've learned about?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/I/show_2i4kaXGB4B1S24DhhdPrw7/4xObkcDVhQRS3lJfYc5HSY.json,Society & Culture,0.00181
3279.400s,3286.200s,3286.200s,"I do is I scan people just automatically and I'm like, wow her mile why her earrings why her trousers?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/I/show_2i4kaXGB4B1S24DhhdPrw7/4xObkcDVhQRS3lJfYc5HSY.json,Society & Culture,0.00181
1814.600s,1831.600s,1831.600s,"that's what I could sometimes say like, I've had a few experiences where like I'm I or I don't know and if or is like a lot of my friends have as well that are Sustainable minded particularly when it comes to Fashion where they're like, oh is it like sustainable or something like that?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/I/show_2i4kaXGB4B1S24DhhdPrw7/4xObkcDVhQRS3lJfYc5HSY.json,Society & Culture,0.00181
2960.200s,2972.200s,2972.200s,"that you don't have a fucking clue who you is and it's so hard to figure out who you are when you're going to class from nine to five coming home and study and going to class or 9 V coming home and studying is like, when do you actually figure out who you are?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/I/show_2i4kaXGB4B1S24DhhdPrw7/4xObkcDVhQRS3lJfYc5HSY.json,Society & Culture,0.00181
51.900s,55.300s,56s,the caffeine and excitement did I do this to you?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/I/show_2i4kaXGB4B1S24DhhdPrw7/4xObkcDVhQRS3lJfYc5HSY.json,Society & Culture,0.00181
839.700s,844.700s,846s,that a lot of people when they say are sustainable Fashions expensive or like how do I find it?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/I/show_2i4kaXGB4B1S24DhhdPrw7/4xObkcDVhQRS3lJfYc5HSY.json,Society & Culture,0.00181
1668.700s,1675.800s,1675.800s,like the Olympics of sex like they're they're putting in a lot of hard work because it has to be entertaining right?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/I/show_2i4kaXGB4B1S24DhhdPrw7/1zRhore2U6Ie4xU6aWsbUy.json,Society & Culture,0.00179
3071.400s,3074.600s,3074.600s,know but you wouldn't know it was a vibrator unless like you knew okay?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/I/show_2i4kaXGB4B1S24DhhdPrw7/1zRhore2U6Ie4xU6aWsbUy.json,Society & Culture,0.00179
1156.500s,1160.300s,1160.300s,anyone who says like the g-spots differ from the clitoris guess what?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/I/show_2i4kaXGB4B1S24DhhdPrw7/1zRhore2U6Ie4xU6aWsbUy.json,Society & Culture,0.00179
423s,426.300s,426.500s,what led you to start the shop?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/I/show_2i4kaXGB4B1S24DhhdPrw7/1zRhore2U6Ie4xU6aWsbUy.json,Society & Culture,0.00179
836.900s,853.600s,853.800s,just we've never get been given that platform before and so there's been times where I have been given giving a talk or I've been sitting on a panel discussion and we'd go to the audience and be like does anyone have any questions and nobody raises their hands?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/I/show_2i4kaXGB4B1S24DhhdPrw7/1zRhore2U6Ie4xU6aWsbUy.json,Society & Culture,0.00179
1075.100s,1083.300s,1083.300s,"with like a different problem to of my period And she was like by the way, I'd like do you need like to do an STD or STI tests?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/I/show_2i4kaXGB4B1S24DhhdPrw7/1zRhore2U6Ie4xU6aWsbUy.json,Society & Culture,0.00179
732.600s,735.700s,736.300s,like why wouldn't we want to like celebrate?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/I/show_2i4kaXGB4B1S24DhhdPrw7/1zRhore2U6Ie4xU6aWsbUy.json,Society & Culture,0.00179
1137.500s,1144.200s,1144.600s,why would you why would the tips that you would give to people if they were it was the first time buying a sex toy?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/I/show_2i4kaXGB4B1S24DhhdPrw7/1zRhore2U6Ie4xU6aWsbUy.json,Society & Culture,0.00179
1820.100s,1830.700s,1831.300s,"was a desert, but our God is a miracle working God, but you see when how do I tap into the Miracles of God by having an attitude of gratitude?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/I/show_2ioH823V0IIgqjFSx6vZRy/227nzIO2gYNCISvi0ohpjk.json,Religion & Spirituality,0.00042
1946.300s,1952.200s,1952.800s,you imagine the pressure the parents are under and they've been following the so-called leader?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/I/show_2ioH823V0IIgqjFSx6vZRy/227nzIO2gYNCISvi0ohpjk.json,Religion & Spirituality,0.00042
499.700s,505s,506.400s,said I've begun to do something new don't you perceive?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/I/show_2ioH823V0IIgqjFSx6vZRy/227nzIO2gYNCISvi0ohpjk.json,Religion & Spirituality,0.00042
685.100s,694.400s,694.400s,what is stopping us from really entering into our Promised Land into our inheritance?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/I/show_2ioH823V0IIgqjFSx6vZRy/227nzIO2gYNCISvi0ohpjk.json,Religion & Spirituality,0.00042
974.600s,979.500s,979.500s,that what Paul said to know him is the Cry of my heart?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/I/show_2ioH823V0IIgqjFSx6vZRy/227nzIO2gYNCISvi0ohpjk.json,Religion & Spirituality,0.00042
1930.300s,1935.200s,1935.600s,"tormented by 10 by thirst, what's this?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/I/show_2ioH823V0IIgqjFSx6vZRy/227nzIO2gYNCISvi0ohpjk.json,Religion & Spirituality,0.00042
2178.100s,2187.900s,2190s,you cannot access the water in the Rock because your mind is saying how can there be water in the rock?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/I/show_2ioH823V0IIgqjFSx6vZRy/227nzIO2gYNCISvi0ohpjk.json,Religion & Spirituality,0.00042
1500.500s,1508.800s,1508.800s,should I go through this test have I not been tithing have I not been regulated church have I not been praying have I not been there in the morning prayers?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/I/show_2ioH823V0IIgqjFSx6vZRy/227nzIO2gYNCISvi0ohpjk.json,Religion & Spirituality,0.00042
2014.200s,2018.400s,2018.400s,you trying to kill us our children our livestock with thirst?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/I/show_2ioH823V0IIgqjFSx6vZRy/227nzIO2gYNCISvi0ohpjk.json,Religion & Spirituality,0.00042
138.200s,142.300s,142.300s,or don't ever forget in the covenant What does it mean?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/I/show_2ioH823V0IIgqjFSx6vZRy/227nzIO2gYNCISvi0ohpjk.json,Religion & Spirituality,0.00042
1510.900s,1514.500s,1514.500s,mean I'm doing everything and why does God test me like this?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/I/show_2ioH823V0IIgqjFSx6vZRy/227nzIO2gYNCISvi0ohpjk.json,Religion & Spirituality,0.00042
108.100s,110.800s,110.900s,where you at Spotify when when he was born?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/B/show_2bzjLBEWRldARaf1IytFFS/5kKdJrNPmJRENQ7ezaXOCo.json,Business,0.00164
175.700s,179s,179s,do you still have like one more stint or have you taken all the time now? I,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/B/show_2bzjLBEWRldARaf1IytFFS/5kKdJrNPmJRENQ7ezaXOCo.json,Business,0.00164
484.400s,488.600s,488.700s,did you ever wanna get into this?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/1/show_217UEMs4tWPkaJHozz3avh/00wUQ2tEB88fUIGHcfQ0Xx.json,Society & Culture,0.00075
3288.800s,3291.800s,3292.400s,of them looked at me and said what were you looking for?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/2/1/show_217UEMs4tWPkaJHozz3avh/00wUQ2tEB88fUIGHcfQ0Xx.json,Society & Culture,0.00075
